Time (s) Run #1,Position (m) Run #1,Force (N) Run #1,Speed (mm/min) Run #1,Time (s) Run #2,Position (m) Run #2,Force (N) Run #2,Speed (mm/min) Run #2
,,,,244.8,1.30E-04,999,0
,,,,245,1.30E-04,999,0
,,,,245.2,1.30E-04,999,0
,,,,245.4,1.30E-04,999,0
,,,,245.6,1.30E-04,999,0
,,,,245.8,1.30E-04,999,0
,,,,246,1.30E-04,999,0
,,,,246.2,1.30E-04,999,0
,,,,246.4,1.30E-04,999,0
,,,,246.6,1.30E-04,999,0
,,,,246.8,1.30E-04,999,0
,,,,247,1.30E-04,999,0
,,,,247.2,1.30E-04,999,0
,,,,247.4,1.30E-04,999,0
,,,,247.6,1.30E-04,999,0
,,,,247.8,1.30E-04,999,0
,,,,248,1.30E-04,999,0
,,,,248.2,1.30E-04,999,0
,,,,248.4,1.30E-04,999,0
,,,,248.6,1.30E-04,999,0
,,,,248.8,1.30E-04,999,0
,,,,249,1.30E-04,999,0
,,,,249.2,1.30E-04,999,0
,,,,249.4,1.30E-04,999,0
,,,,249.6,1.30E-04,999,0
,,,,249.8,1.30E-04,999,0
,,,,250,1.30E-04,999,0
,,,,250.2,1.30E-04,999,0
,,,,250.4,1.30E-04,999,0
,,,,250.6,1.30E-04,999,0
,,,,250.8,1.30E-04,999,0
,,,,251,1.30E-04,999,0
,,,,251.2,1.30E-04,999,0
,,,,251.4,1.30E-04,999,0
,,,,251.6,1.30E-04,999,0
,,,,251.8,1.30E-04,999,0
,,,,252,1.30E-04,999,0
,,,,252.2,1.30E-04,999,0
,,,,252.4,1.30E-04,999,0
,,,,252.6,1.30E-04,999,0
,,,,252.8,1.30E-04,999,0
,,,,253,1.30E-04,999,0
,,,,253.2,1.30E-04,999,0
,,,,253.4,1.30E-04,999,0
,,,,253.6,1.30E-04,999,0
,,,,253.8,1.30E-04,999,0
,,,,254,1.30E-04,999,0
,,,,254.2,1.30E-04,999,0
,,,,254.4,1.30E-04,999,0
,,,,254.6,1.30E-04,999,0
,,,,254.8,1.30E-04,999,0
,,,,255,1.30E-04,999,0
,,,,255.2,1.30E-04,999,0
,,,,255.4,1.30E-04,999,0
,,,,255.6,1.30E-04,999,0
,,,,255.8,1.30E-04,999,0
,,,,256,1.30E-04,999,0
,,,,256.2,1.30E-04,999,0
,,,,256.4,1.30E-04,999,0
,,,,256.6,1.30E-04,999,0
,,,,256.8,1.30E-04,999,0
,,,,257,1.30E-04,999,0
,,,,257.2,1.30E-04,999,0
,,,,257.4,1.30E-04,999,0
,,,,257.6,1.30E-04,999,0
,,,,257.8,1.30E-04,999,0
,,,,258,1.30E-04,999,0
,,,,258.2,1.30E-04,999,0
,,,,258.4,1.30E-04,999,0
,,,,258.6,1.30E-04,999,0
,,,,258.8,1.30E-04,999,0
,,,,259,1.30E-04,999,0
,,,,259.2,1.30E-04,999,0
,,,,259.4,1.30E-04,999,0
,,,,259.6,1.30E-04,1000,0
,,,,259.8,1.30E-04,999,0
,,,,260,1.30E-04,999,0
,,,,260.2,1.30E-04,999,0
,,,,260.4,1.30E-04,999,0
,,,,260.6,1.30E-04,999,0
,,,,260.8,1.30E-04,999,0
,,,,261,1.30E-04,999,0
,,,,261.2,1.30E-04,999,0
,,,,261.4,1.30E-04,999,0
,,,,261.6,1.30E-04,999,0
,,,,261.8,1.30E-04,999,0
,,,,262,1.30E-04,999,0
,,,,262.2,1.30E-04,999,0
,,,,262.4,1.30E-04,999,0
,,,,262.6,1.30E-04,999,0
,,,,262.8,1.30E-04,999,0
,,,,263,1.30E-04,999,0
,,,,263.2,1.30E-04,999,0
,,,,263.4,1.30E-04,999,0
,,,,263.6,1.30E-04,999,0
,,,,263.8,1.30E-04,999,0
,,,,264,1.30E-04,999,0
,,,,264.2,1.30E-04,999,0
,,,,264.4,1.30E-04,999,0
,,,,264.6,1.30E-04,999,0
,,,,264.8,1.30E-04,999,0
,,,,265,1.30E-04,999,0
,,,,265.2,1.30E-04,999,0
,,,,265.4,1.30E-04,999,0
,,,,265.6,1.30E-04,999,0
,,,,265.8,1.30E-04,999,0
,,,,266,1.30E-04,999,0
,,,,266.2,1.30E-04,999,0
,,,,266.4,1.30E-04,999,0
,,,,266.6,1.30E-04,999,0
,,,,266.8,1.30E-04,999,0
,,,,267,1.30E-04,999,0
,,,,267.2,1.30E-04,999,0
,,,,267.4,1.30E-04,999,0
,,,,267.6,1.30E-04,999,0
,,,,267.8,1.30E-04,999,0
,,,,268,1.30E-04,999,0
,,,,268.2,1.30E-04,999,0
,,,,268.4,1.30E-04,999,0
,,,,268.6,1.30E-04,999,0
,,,,268.8,1.30E-04,999,0
,,,,269,1.30E-04,999,0
,,,,269.2,1.30E-04,999,0
,,,,269.4,1.30E-04,999,0
,,,,269.6,1.30E-04,999,0
,,,,269.8,1.30E-04,999,0
,,,,270,1.30E-04,999,0
,,,,270.2,1.30E-04,999,0
,,,,270.4,1.30E-04,999,0
,,,,270.6,1.30E-04,999,0
,,,,270.8,1.30E-04,999,0
,,,,271,1.30E-04,999,0
,,,,271.2,1.30E-04,999,0
,,,,271.4,1.30E-04,999,0
,,,,271.6,1.30E-04,999,0
,,,,271.8,1.30E-04,999,0
,,,,272,1.30E-04,999,0
,,,,272.2,1.30E-04,999,0
,,,,272.4,1.30E-04,999,0
,,,,272.6,1.30E-04,999,0
,,,,272.8,1.30E-04,999,0
,,,,273,1.30E-04,999,0
,,,,273.2,1.30E-04,999,0
,,,,273.4,1.30E-04,999,0
,,,,273.6,1.30E-04,999,0
,,,,273.8,1.30E-04,999,0
,,,,274,1.30E-04,999,0
,,,,274.2,1.30E-04,999,0
,,,,274.4,1.30E-04,999,0
,,,,274.6,1.30E-04,999,0
,,,,274.8,1.30E-04,999,0
,,,,275,1.30E-04,999,0
,,,,275.2,1.30E-04,999,0
,,,,275.4,1.30E-04,999,0
,,,,275.6,1.30E-04,999,0
,,,,275.8,1.30E-04,999,0
,,,,276,1.30E-04,999,0
,,,,276.2,1.30E-04,999,0
,,,,276.4,1.30E-04,999,0
,,,,276.6,1.30E-04,999,0
,,,,276.8,1.30E-04,999,0
,,,,277,1.30E-04,999,0
,,,,277.2,1.30E-04,999,0
,,,,277.4,1.30E-04,999,0
,,,,277.6,1.30E-04,999,0
,,,,277.8,1.30E-04,999,0
,,,,278,1.30E-04,999,0
,,,,278.2,1.30E-04,999,0
,,,,278.4,1.30E-04,999,0
,,,,278.6,1.30E-04,999,0
,,,,278.8,1.30E-04,999,0
,,,,279,1.30E-04,999,0
,,,,279.2,1.30E-04,999,0
,,,,279.4,1.30E-04,999,0
,,,,279.6,1.30E-04,999,0
,,,,279.8,1.30E-04,999,0
,,,,280,1.30E-04,999,0
,,,,280.2,1.30E-04,999,0
,,,,280.4,1.30E-04,999,0
,,,,280.6,1.30E-04,999,0
,,,,280.8,1.30E-04,999,0
,,,,281,1.30E-04,999,0
,,,,281.2,1.30E-04,999,0
,,,,281.4,1.30E-04,999,0
,,,,281.6,1.30E-04,999,0
,,,,281.8,1.30E-04,999,0
,,,,282,1.30E-04,999,0
,,,,282.2,1.30E-04,999,0
,,,,282.4,1.30E-04,999,0
,,,,282.6,1.30E-04,999,0
,,,,282.8,1.30E-04,999,0
,,,,283,1.30E-04,999,0
,,,,283.2,1.30E-04,999,0
,,,,283.4,1.30E-04,999,0
,,,,283.6,1.30E-04,999,0
,,,,283.8,1.30E-04,999,0
,,,,284,1.30E-04,999,0
,,,,284.2,1.30E-04,999,0
,,,,284.4,1.30E-04,999,0
,,,,284.6,1.30E-04,999,0
,,,,284.8,1.30E-04,999,0
,,,,285,1.30E-04,999,0
,,,,285.2,1.30E-04,999,0
,,,,285.4,1.30E-04,999,0
,,,,285.6,1.30E-04,999,0
,,,,285.8,1.30E-04,999,0
,,,,286,1.30E-04,999,0
,,,,286.2,1.30E-04,999,0.03
,,,,286.4,1.30E-04,998,0.06
,,,,286.6,1.30E-04,998,0.1
,,,,286.8,1.30E-04,999,0.19
,,,,287,1.31E-04,1008,0.35
,,,,287.2,1.33E-04,1038,0.54
,,,,287.4,1.35E-04,1059,0.76
,,,,287.6,1.37E-04,1095,0.92
,,,,287.8,1.42E-04,1153,0.86
,,,,288,1.44E-04,1193,0.54
,,,,288.2,1.45E-04,1208,0.19
,,,,288.4,1.45E-04,1208,0.03
,,,,288.6,1.45E-04,1208,0.06
,,,,288.8,1.45E-04,1208,0.38
,,,,289,1.46E-04,1219,0.86
,,,,289.2,1.51E-04,1281,1.24
,,,,289.4,1.56E-04,1341,1.4
,,,,289.6,1.60E-04,1405,1.43
,,,,289.8,1.65E-04,1480,1.49
,,,,290,1.70E-04,1552,1.56
,,,,290.2,1.75E-04,1622,1.65
,,,,290.4,1.81E-04,1691,1.78
,,,,290.6,1.87E-04,1773,1.81
,,,,290.8,1.94E-04,1861,1.56
,,,,291,1.99E-04,1934,1.02
,,,,291.2,2.01E-04,1967,0.44
,,,,291.4,2.01E-04,1966,0.1
,,,,291.6,2.01E-04,1965,0
,,,,291.8,2.01E-04,1963,0
,,,,292,2.01E-04,1962,0.13
,,,,292.2,2.01E-04,1962,0.67
,,,,292.4,2.03E-04,1981,1.62
,,,,292.6,2.11E-04,2077,2.35
,,,,292.8,2.22E-04,2201,2.51
,,,,293,2.29E-04,2291,2.29
,,,,293.2,2.36E-04,2383,2.03
,,,,293.4,2.43E-04,2475,1.75
,,,,293.6,2.48E-04,2543,1.33
,,,,293.8,2.51E-04,2589,1.05
,,,,294,2.55E-04,2626,0.95
,,,,294.2,2.58E-04,2661,0.98
,,,,294.4,2.61E-04,2705,1.11
,,,,294.6,2.65E-04,2750,1.46
,,,,294.8,2.70E-04,2806,1.81
,,,,295,2.78E-04,2908,2
,,,,295.2,2.84E-04,2987,2.13
,,,,295.4,2.91E-04,3066,2.32
,,,,295.6,3.00E-04,3170,2.67
,,,,295.8,3.09E-04,3284,2.83
,,,,296,3.19E-04,3415,2.6
,,,,296.2,3.28E-04,3532,2.16
,,,,296.4,3.33E-04,3603,1.9
,,,,296.6,3.38E-04,3670,2.06
,,,,296.8,3.47E-04,3771,2.29
,,,,297,3.55E-04,3872,2.44
,,,,297.2,3.62E-04,3968,2.67
,,,,297.4,3.72E-04,4081,2.92
,,,,297.6,3.83E-04,4213,2.83
,,,,297.8,3.92E-04,4346,2.48
,,,,298,3.98E-04,4418,1.84
,,,,298.2,4.06E-04,4536,1.05
,,,,298.4,4.06E-04,4527,0.35
,,,,298.6,4.06E-04,4518,-0.03
,,,,298.8,4.06E-04,4507,0
,,,,299,4.06E-04,4501,0
,,,,299.2,4.06E-04,4499,0
,,,,299.4,4.06E-04,4498,0
,,,,299.6,4.06E-04,4496,0
,,,,299.8,4.06E-04,4495,0
,,,,300,4.06E-04,4494,0
,,,,300.2,4.06E-04,4493,0
,,,,300.4,4.06E-04,4493,0
,,,,300.6,4.06E-04,4492,0
,,,,300.8,4.06E-04,4491,0
,,,,301,4.06E-04,4490,0
,,,,301.2,4.06E-04,4490,0
,,,,301.4,4.06E-04,4489,0
,,,,301.6,4.06E-04,4488,0
,,,,301.8,4.06E-04,4488,0
,,,,302,4.06E-04,4487,0
,,,,302.2,4.06E-04,4487,0
,,,,302.4,4.06E-04,4487,0
,,,,302.6,4.06E-04,4486,0
,,,,302.8,4.06E-04,4486,0
,,,,303,4.06E-04,4486,0
,,,,303.2,4.06E-04,4485,0
,,,,303.4,4.06E-04,4485,0
,,,,303.6,4.06E-04,4484,0
,,,,303.8,4.06E-04,4484,0
,,,,304,4.06E-04,4484,0
,,,,304.2,4.06E-04,4483,0
,,,,304.4,4.06E-04,4483,0
,,,,304.6,4.06E-04,4483,0
,,,,304.8,4.06E-04,4482,0
,,,,305,4.06E-04,4482,0
,,,,305.2,4.06E-04,4482,0
,,,,305.4,4.06E-04,4481,0
,,,,305.6,4.06E-04,4481,0
,,,,305.8,4.06E-04,4481,0
,,,,306,4.06E-04,4481,0
,,,,306.2,4.06E-04,4481,0
,,,,306.4,4.06E-04,4480,0
,,,,306.6,4.06E-04,4480,0
,,,,306.8,4.06E-04,4480,0
,,,,307,4.06E-04,4480,0
,,,,307.2,4.06E-04,4479,0
,,,,307.4,4.06E-04,4479,0
,,,,307.6,4.06E-04,4479,0
,,,,307.8,4.06E-04,4480,0
,,,,308,4.06E-04,4481,0
,,,,308.2,4.06E-04,4481,0.03
,,,,308.4,4.06E-04,4481,0.06
,,,,308.6,4.06E-04,4481,0.06
,,,,308.8,4.06E-04,4481,0.03
,,,,309,4.06E-04,4481,0
,,,,309.2,4.06E-04,4481,0
,,,,309.4,4.06E-04,4481,0.03
,,,,309.6,4.06E-04,4482,0.16
,,,,309.8,4.07E-04,4484,0.35
,,,,310,4.09E-04,4506,0.44
,,,,310.2,4.11E-04,4537,0.38
,,,,310.4,4.11E-04,4554,0.22
,,,,310.6,4.12E-04,4563,0.1
,,,,310.8,4.12E-04,4563,0.03
,,,,311,4.12E-04,4563,0
,,,,311.2,4.12E-04,4563,0.03
,,,,311.4,4.12E-04,4564,0.06
,,,,311.6,4.13E-04,4565,0.1
,,,,311.8,4.13E-04,4568,0.1
,,,,312,4.13E-04,4573,0.13
,,,,312.2,4.13E-04,4579,0.22
,,,,312.4,4.15E-04,4590,0.32
,,,,312.6,4.16E-04,4606,0.38
,,,,312.8,4.17E-04,4624,0.35
,,,,313,4.18E-04,4643,0.29
,,,,313.2,4.19E-04,4656,0.19
,,,,313.4,4.20E-04,4660,0.13
,,,,313.6,4.20E-04,4663,0.1
,,,,313.8,4.20E-04,4666,0.1
,,,,314,4.20E-04,4669,0.13
,,,,314.2,4.21E-04,4673,0.13
,,,,314.4,4.22E-04,4677,0.16
,,,,314.6,4.22E-04,4685,0.22
,,,,314.8,4.23E-04,4694,0.29
,,,,315,4.24E-04,4709,0.29
,,,,315.2,4.25E-04,4719,0.22
,,,,315.4,4.25E-04,4728,0.16
,,,,315.6,4.26E-04,4735,0.13
,,,,315.8,4.26E-04,4740,0.1
,,,,316,4.27E-04,4743,0.1
,,,,316.2,4.27E-04,4746,0.13
,,,,316.4,4.27E-04,4750,0.16
,,,,316.6,4.28E-04,4756,0.19
,,,,316.8,4.29E-04,4764,0.19
,,,,317,4.29E-04,4773,0.22
,,,,317.2,4.30E-04,4782,0.25
,,,,317.4,4.31E-04,4793,0.25
,,,,317.6,4.32E-04,4805,0.22
,,,,317.8,4.32E-04,4813,0.16
,,,,318,4.33E-04,4822,0.1
,,,,318.2,4.33E-04,4822,0.03
,,,,318.4,4.33E-04,4821,0
,,,,318.6,4.33E-04,4820,0
,,,,318.8,4.33E-04,4819,0
,,,,319,4.33E-04,4819,0
,,,,319.2,4.33E-04,4819,0
,,,,319.4,4.33E-04,4818,0.03
,,,,319.6,4.33E-04,4819,0.06
,,,,319.8,4.34E-04,4819,0.06
,,,,320,4.34E-04,4820,0.03
,,,,320.2,4.34E-04,4820,0
,,,,320.4,4.34E-04,4821,0
,,,,320.6,4.34E-04,4821,0.03
,,,,320.8,4.34E-04,4824,0.1
,,,,321,4.34E-04,4825,0.13
,,,,321.2,4.35E-04,4831,0.13
,,,,321.4,4.35E-04,4839,0.13
,,,,321.6,4.36E-04,4843,0.13
,,,,321.8,4.36E-04,4848,0.13
,,,,322,4.36E-04,4856,0.13
,,,,322.2,4.37E-04,4863,0.16
,,,,322.4,4.38E-04,4868,0.16
,,,,322.6,4.38E-04,4873,0.16
,,,,322.8,4.38E-04,4879,0.19
,,,,323,4.39E-04,4888,0.22
,,,,323.2,4.40E-04,4898,0.19
,,,,323.4,4.41E-04,4904,0.13
,,,,323.6,4.41E-04,4909,0.1
,,,,323.8,4.41E-04,4912,0.06
,,,,324,4.41E-04,4912,0.03
,,,,324.2,4.41E-04,4912,0
,,,,324.4,4.41E-04,4911,0
,,,,324.6,4.41E-04,4912,0.03
,,,,324.8,4.41E-04,4913,0.06
,,,,325,4.42E-04,4916,0.1
,,,,325.2,4.42E-04,4919,0.1
,,,,325.4,4.43E-04,4923,0.1
,,,,325.6,4.43E-04,4926,0.1
,,,,325.8,4.43E-04,4930,0.1
,,,,326,4.43E-04,4935,0.13
,,,,326.2,4.44E-04,4943,0.13
,,,,326.4,4.45E-04,4946,0.13
,,,,326.6,4.45E-04,4950,0.1
,,,,326.8,4.45E-04,4955,0.1
,,,,327,4.45E-04,4959,0.1
,,,,327.2,4.46E-04,4962,0.06
,,,,327.4,4.46E-04,4964,0.03
,,,,327.6,4.46E-04,4966,0.03
,,,,327.8,4.46E-04,4966,0.06
,,,,328,4.46E-04,4965,0.06
,,,,328.2,4.46E-04,4965,0.03
,,,,328.4,4.46E-04,4965,0
,,,,328.6,4.46E-04,4966,0.03
,,,,328.8,4.46E-04,4969,0.06
,,,,329,4.47E-04,4972,0.1
,,,,329.2,4.47E-04,4975,0.1
,,,,329.4,4.48E-04,4980,0.06
,,,,329.6,4.48E-04,4983,0.06
,,,,329.8,4.48E-04,4985,0.06
,,,,330,4.48E-04,4987,0.06
,,,,330.2,4.48E-04,4989,0.03
,,,,330.4,4.48E-04,4990,0.03
,,,,330.6,4.48E-04,4991,0.06
,,,,330.8,4.49E-04,4992,0.06
,,,,331,4.49E-04,4993,0.03
,,,,331.2,4.49E-04,4993,0
,,,,331.4,4.49E-04,4993,0
,,,,331.6,4.49E-04,4992,0
,,,,331.8,4.49E-04,4992,0
,,,,332,4.49E-04,4991,0
,,,,332.2,4.49E-04,4991,0
,,,,332.4,4.49E-04,4991,0
,,,,332.6,4.49E-04,4991,0
,,,,332.8,4.49E-04,4991,0
,,,,333,4.49E-04,4991,0
,,,,333.2,4.49E-04,4991,0.03
,,,,333.4,4.49E-04,4992,0.06
,,,,333.6,4.50E-04,4993,0.06
,,,,333.8,4.50E-04,4996,0.03
,,,,334,4.50E-04,4998,0
,,,,334.2,4.50E-04,4999,0
,,,,334.4,4.50E-04,4999,0
,,,,334.6,4.50E-04,5000,0
,,,,334.8,4.50E-04,4999,-0.03
,,,,335,4.50E-04,4999,-0.06
,,,,335.2,4.49E-04,4986,-0.06
,,,,335.4,4.49E-04,4984,-0.03
,,,,335.6,4.49E-04,4983,0
,,,,335.8,4.49E-04,4982,0
,,,,336,4.49E-04,4981,0
,,,,336.2,4.49E-04,4981,0
,,,,336.4,4.49E-04,4980,0
,,,,336.6,4.49E-04,4980,0
,,,,336.8,4.49E-04,4980,0
,,,,337,4.49E-04,4980,0
,,,,337.2,4.49E-04,4979,0
,,,,337.4,4.49E-04,4979,0
,,,,337.6,4.49E-04,4979,0
,,,,337.8,4.49E-04,4978,0
,,,,338,4.49E-04,4978,0.03
,,,,338.2,4.49E-04,4979,0.06
,,,,338.4,4.50E-04,4980,0.06
,,,,338.6,4.50E-04,4981,0.03
,,,,338.8,4.50E-04,4981,0
,,,,339,4.50E-04,4981,0
,,,,339.2,4.50E-04,4981,0
,,,,339.4,4.50E-04,4981,0
,,,,339.6,4.50E-04,4980,0
,,,,339.8,4.50E-04,4980,0
,,,,340,4.50E-04,4980,0
,,,,340.2,4.50E-04,4980,0
,,,,340.4,4.50E-04,4980,0
,,,,340.6,4.50E-04,4980,0
,,,,340.8,4.50E-04,4980,0
,,,,341,4.50E-04,4980,0
,,,,341.2,4.50E-04,4980,0
,,,,341.4,4.50E-04,4979,0
,,,,341.6,4.50E-04,4979,0
,,,,341.8,4.50E-04,4979,0
,,,,342,4.50E-04,4979,0
,,,,342.2,4.50E-04,4979,0
,,,,342.4,4.50E-04,4979,0
,,,,342.6,4.50E-04,4979,0
,,,,342.8,4.50E-04,4978,0
,,,,343,4.50E-04,4978,0
,,,,343.2,4.50E-04,4978,0
,,,,343.4,4.50E-04,4978,0
,,,,343.6,4.50E-04,4978,0
,,,,343.8,4.50E-04,4977,0.03
,,,,344,4.50E-04,4977,0.06
,,,,344.2,4.50E-04,4978,0.06
,,,,344.4,4.50E-04,4979,0.06
,,,,344.6,4.50E-04,4983,0.06
,,,,344.8,4.51E-04,4986,0.06
,,,,345,4.51E-04,4990,0.03
,,,,345.2,4.51E-04,4991,0
,,,,345.4,4.51E-04,4992,0
,,,,345.6,4.51E-04,4993,0
,,,,345.8,4.51E-04,4992,0
,,,,346,4.51E-04,4992,0
,,,,346.2,4.51E-04,4992,0
,,,,346.4,4.51E-04,4992,0
,,,,346.6,4.51E-04,4991,0
,,,,346.8,4.51E-04,4991,0
,,,,347,4.51E-04,4991,0
,,,,347.2,4.51E-04,4991,0
,,,,347.4,4.51E-04,4991,0
,,,,347.6,4.51E-04,4991,0.03
,,,,347.8,4.51E-04,4992,0.06
,,,,348,4.51E-04,4992,0.06
,,,,348.2,4.51E-04,4994,0.03
,,,,348.4,4.51E-04,4995,0
,,,,348.6,4.51E-04,4997,0
,,,,348.8,4.51E-04,4998,0.03
,,,,349,4.51E-04,5000,0.06
,,,,349.2,4.52E-04,5001,0.06
,,,,349.4,4.52E-04,5002,0.03
,,,,349.6,4.52E-04,5002,0
,,,,349.8,4.52E-04,5001,0
,,,,350,4.52E-04,5001,0
,,,,350.2,4.52E-04,5001,0
,,,,350.4,4.52E-04,5001,0
,,,,350.6,4.52E-04,5002,0.03
,,,,350.8,4.52E-04,5005,0.03
,,,,351,4.53E-04,5009,0
,,,,351.2,4.52E-04,5010,-0.03
,,,,351.4,4.52E-04,5009,-0.03
,,,,351.6,4.52E-04,5009,0
,,,,351.8,4.52E-04,5009,0
,,,,352,4.52E-04,5008,0
,,,,352.2,4.52E-04,5008,0
,,,,352.4,4.52E-04,5008,0
,,,,352.6,4.52E-04,5007,0
,,,,352.8,4.52E-04,5007,0
,,,,353,4.52E-04,5006,0
,,,,353.2,4.52E-04,5006,0
,,,,353.4,4.52E-04,5006,0
,,,,353.6,4.52E-04,5005,0
,,,,353.8,4.52E-04,5005,-0.03
,,,,354,4.52E-04,5004,-0.06
,,,,354.2,4.51E-04,5004,-0.06
,,,,354.4,4.51E-04,5003,-0.03
,,,,354.6,4.51E-04,5003,0
,,,,354.8,4.51E-04,5003,0
,,,,355,4.51E-04,5002,0
,,,,355.2,4.51E-04,5002,0
,,,,355.4,4.51E-04,5001,0
,,,,355.6,4.51E-04,5001,0
,,,,355.8,4.51E-04,5000,0
,,,,356,4.51E-04,5000,0
,,,,356.2,4.51E-04,5000,0
,,,,356.4,4.51E-04,4999,0
,,,,356.6,4.51E-04,4999,0
,,,,356.8,4.51E-04,4998,0
,,,,357,4.51E-04,4998,0
,,,,357.2,4.51E-04,4998,0
,,,,357.4,4.51E-04,4997,0
,,,,357.6,4.51E-04,4997,0
,,,,357.8,4.51E-04,4997,0
,,,,358,4.51E-04,4997,0
,,,,358.2,4.51E-04,4996,0
,,,,358.4,4.51E-04,4996,0
,,,,358.6,4.51E-04,4996,0
,,,,358.8,4.51E-04,4996,0
,,,,359,4.51E-04,4996,0
,,,,359.2,4.51E-04,4996,0
,,,,359.4,4.51E-04,4995,0
,,,,359.6,4.51E-04,4995,0
,,,,359.8,4.51E-04,4995,0
,,,,360,4.51E-04,4995,0
,,,,360.2,4.51E-04,4995,0
,,,,360.4,4.51E-04,4995,0
,,,,360.6,4.51E-04,4995,0
,,,,360.8,4.51E-04,4995,0
,,,,361,4.51E-04,4995,0
,,,,361.2,4.51E-04,4995,0
,,,,361.4,4.51E-04,4995,0
,,,,361.6,4.51E-04,4995,0
,,,,361.8,4.51E-04,4995,0
,,,,362,4.51E-04,4995,0
,,,,362.2,4.51E-04,4995,0
,,,,362.4,4.51E-04,4995,0
,,,,362.6,4.51E-04,4996,0.03
,,,,362.8,4.51E-04,4996,0.06
,,,,363,4.52E-04,4996,0.06
,,,,363.2,4.52E-04,4996,0.03
,,,,363.4,4.52E-04,4997,0
,,,,363.6,4.52E-04,4996,-0.03
,,,,363.8,4.52E-04,4997,-0.06
,,,,364,4.51E-04,4995,-0.06
,,,,364.2,4.51E-04,4993,-0.03
,,,,364.4,4.51E-04,4993,0
,,,,364.6,4.51E-04,4993,0
,,,,364.8,4.51E-04,4993,0
,,,,365,4.51E-04,4993,0
,,,,365.2,4.51E-04,4993,0
,,,,365.4,4.51E-04,4993,0
,,,,365.6,4.51E-04,4993,0
,,,,365.8,4.51E-04,4992,0
,,,,366,4.51E-04,4992,0
,,,,366.2,4.51E-04,4992,0
,,,,366.4,4.51E-04,4992,0
,,,,366.6,4.51E-04,4992,0
,,,,366.8,4.51E-04,4992,0
,,,,367,4.51E-04,4992,0
,,,,367.2,4.51E-04,4992,0
,,,,367.4,4.51E-04,4992,0
,,,,367.6,4.51E-04,4991,0
,,,,367.8,4.51E-04,4991,0
,,,,368,4.51E-04,4991,0
,,,,368.2,4.51E-04,4991,0
,,,,368.4,4.51E-04,4991,0
,,,,368.6,4.51E-04,4991,0
,,,,368.8,4.51E-04,4991,0
,,,,369,4.51E-04,4991,0
,,,,369.2,4.51E-04,4991,0
,,,,369.4,4.51E-04,4990,0
,,,,369.6,4.51E-04,4990,0
,,,,369.8,4.51E-04,4990,0
,,,,370,4.51E-04,4990,0
,,,,370.2,4.51E-04,4990,0
,,,,370.4,4.51E-04,4990,0
,,,,370.6,4.51E-04,4990,0
,,,,370.8,4.51E-04,4990,0
,,,,371,4.51E-04,4990,0
,,,,371.2,4.51E-04,4990,0
,,,,371.4,4.51E-04,4990,0
,,,,371.6,4.51E-04,4990,0
,,,,371.8,4.51E-04,4989,0
,,,,372,4.51E-04,4989,0
,,,,372.2,4.51E-04,4989,0
,,,,372.4,4.51E-04,4989,0
,,,,372.6,4.51E-04,4989,0
,,,,372.8,4.51E-04,4989,0
,,,,373,4.51E-04,4989,0
,,,,373.2,4.51E-04,4989,0
,,,,373.4,4.51E-04,4989,0
,,,,373.6,4.51E-04,4989,0
,,,,373.8,4.51E-04,4988,0
,,,,374,4.51E-04,4989,0
,,,,374.2,4.51E-04,4989,0
