Time (s) Run #1,Position (m) Run #1,Force (N) Run #1,Speed (mm/min) Run #1,Time (s) Run #2,Position (m) Run #2,Force (N) Run #2,Speed (mm/min) Run #2
,,,,374.4,4.51E-04,4988,0
,,,,374.6,4.51E-04,4988,0
,,,,374.8,4.51E-04,4988,0
,,,,375,4.51E-04,4988,0
,,,,375.2,4.51E-04,4988,0
,,,,375.4,4.51E-04,4988,0
,,,,375.6,4.51E-04,4988,0
,,,,375.8,4.51E-04,4988,0
,,,,376,4.51E-04,4988,0
,,,,376.2,4.51E-04,4988,0
,,,,376.4,4.51E-04,4988,0
,,,,376.6,4.51E-04,4988,0
,,,,376.8,4.51E-04,4988,0
,,,,377,4.51E-04,4988,0
,,,,377.2,4.51E-04,4988,0
,,,,377.4,4.51E-04,4988,0
,,,,377.6,4.51E-04,4988,0
,,,,377.8,4.51E-04,4988,0
,,,,378,4.51E-04,4988,0
,,,,378.2,4.51E-04,4988,0
,,,,378.4,4.51E-04,4988,0
,,,,378.6,4.51E-04,4988,0
,,,,378.8,4.51E-04,4988,0
,,,,379,4.51E-04,4988,0
,,,,379.2,4.51E-04,4988,0
,,,,379.4,4.51E-04,4989,0
,,,,379.6,4.51E-04,4989,0
,,,,379.8,4.51E-04,4989,0
,,,,380,4.51E-04,4988,0
,,,,380.2,4.51E-04,4988,0
,,,,380.4,4.51E-04,4988,0
,,,,380.6,4.51E-04,4988,0
,,,,380.8,4.51E-04,4988,0
,,,,381,4.51E-04,4988,0
,,,,381.2,4.51E-04,4988,0
,,,,381.4,4.51E-04,4988,0
,,,,381.6,4.51E-04,4988,0
,,,,381.8,4.51E-04,4987,0
,,,,382,4.51E-04,4987,0
,,,,382.2,4.51E-04,4987,0
,,,,382.4,4.51E-04,4987,0
,,,,382.6,4.51E-04,4987,0
,,,,382.8,4.51E-04,4987,0
,,,,383,4.51E-04,4987,0
,,,,383.2,4.51E-04,4987,0
,,,,383.4,4.51E-04,4986,0
,,,,383.6,4.51E-04,4986,0
,,,,383.8,4.51E-04,4986,0
,,,,384,4.51E-04,4987,0
,,,,384.2,4.51E-04,4987,0
,,,,384.4,4.51E-04,4987,0
,,,,384.6,4.51E-04,4987,0
,,,,384.8,4.51E-04,4987,0
,,,,385,4.51E-04,4987,0
,,,,385.2,4.51E-04,4987,0
,,,,385.4,4.51E-04,4987,0
,,,,385.6,4.51E-04,4987,0
,,,,385.8,4.51E-04,4987,0
,,,,386,4.51E-04,4987,0
,,,,386.2,4.51E-04,4987,0
,,,,386.4,4.51E-04,4987,0
,,,,386.6,4.51E-04,4987,0
,,,,386.8,4.51E-04,4987,0
,,,,387,4.51E-04,4987,0
,,,,387.2,4.51E-04,4987,0
,,,,387.4,4.51E-04,4986,0
,,,,387.6,4.51E-04,4986,0
,,,,387.8,4.51E-04,4986,0
,,,,388,4.51E-04,4985,0
,,,,388.2,4.51E-04,4985,0
,,,,388.4,4.51E-04,4985,0
,,,,388.6,4.51E-04,4985,0
,,,,388.8,4.51E-04,4985,0
,,,,389,4.51E-04,4985,0
,,,,389.2,4.51E-04,4985,0
,,,,389.4,4.51E-04,4985,0
,,,,389.6,4.51E-04,4985,0
,,,,389.8,4.51E-04,4985,0
,,,,390,4.51E-04,4985,0
,,,,390.2,4.51E-04,4985,0
,,,,390.4,4.51E-04,4985,0
,,,,390.6,4.51E-04,4984,0
,,,,390.8,4.51E-04,4984,0
,,,,391,4.51E-04,4984,0
,,,,391.2,4.51E-04,4984,0
,,,,391.4,4.51E-04,4984,0
,,,,391.6,4.51E-04,4984,0
,,,,391.8,4.51E-04,4984,0
,,,,392,4.51E-04,4984,0
,,,,392.2,4.51E-04,4984,0
,,,,392.4,4.51E-04,4984,0
,,,,392.6,4.51E-04,4984,0
,,,,392.8,4.51E-04,4984,0
,,,,393,4.51E-04,4984,0
,,,,393.2,4.51E-04,4984,0
,,,,393.4,4.51E-04,4984,0
,,,,393.6,4.51E-04,4984,0
,,,,393.8,4.51E-04,4984,0
,,,,394,4.51E-04,4984,0
,,,,394.2,4.51E-04,4984,0
,,,,394.4,4.51E-04,4984,0
,,,,394.6,4.51E-04,4984,0
,,,,394.8,4.51E-04,4984,0.03
,,,,395,4.51E-04,4985,0.06
,,,,395.2,4.52E-04,4986,0.06
,,,,395.4,4.52E-04,4987,0.03
,,,,395.6,4.52E-04,4987,0
,,,,395.8,4.52E-04,4987,0
,,,,396,4.52E-04,4987,0.03
,,,,396.2,4.52E-04,4987,0.06
,,,,396.4,4.53E-04,4987,0.06
,,,,396.6,4.53E-04,4987,0.03
,,,,396.8,4.53E-04,4987,0
,,,,397,4.53E-04,4988,0.06
,,,,397.2,4.53E-04,4990,0.13
,,,,397.4,4.54E-04,5004,0.13
,,,,397.6,4.54E-04,5008,0.06
,,,,397.8,4.54E-04,5008,0
,,,,398,4.54E-04,5008,0
,,,,398.2,4.54E-04,5008,0.03
,,,,398.4,4.54E-04,5008,0.1
,,,,398.6,4.55E-04,5011,0.13
,,,,398.8,4.55E-04,5021,0.13
,,,,399,4.55E-04,5030,0.16
,,,,399.2,4.56E-04,5038,0.22
,,,,399.4,4.57E-04,5048,0.25
,,,,399.6,4.58E-04,5060,0.25
,,,,399.8,4.58E-04,5071,0.25
,,,,400,4.60E-04,5085,0.25
,,,,400.2,4.60E-04,5093,0.22
,,,,400.4,4.61E-04,5102,0.16
,,,,400.6,4.62E-04,5110,0.13
,,,,400.8,4.62E-04,5113,0.16
,,,,401,4.62E-04,5117,0.25
,,,,401.2,4.64E-04,5130,0.32
,,,,401.4,4.65E-04,5146,0.29
,,,,401.6,4.65E-04,5159,0.22
,,,,401.8,4.66E-04,5166,0.22
,,,,402,4.67E-04,5166,0.25
,,,,402.2,4.68E-04,5192,0.19
,,,,402.4,4.69E-04,5197,0.06
,,,,402.6,4.68E-04,5193,-0.03
,,,,402.8,4.68E-04,5190,-0.03
,,,,403,4.68E-04,5189,0
,,,,403.2,4.68E-04,5188,0.03
,,,,403.4,4.68E-04,5187,0.06
,,,,403.6,4.69E-04,5186,0.1
,,,,403.8,4.69E-04,5185,0.13
,,,,404,4.69E-04,5186,0.16
,,,,404.2,4.70E-04,5200,0.19
,,,,404.4,4.71E-04,5212,0.16
,,,,404.6,4.71E-04,5217,0.13
,,,,404.8,4.71E-04,5220,0.1
,,,,405,4.72E-04,5223,0.1
,,,,405.2,4.72E-04,5226,0.1
,,,,405.4,4.72E-04,5227,0.06
,,,,405.6,4.72E-04,5229,0.06
,,,,405.8,4.72E-04,5230,0.06
,,,,406,4.73E-04,5234,0.1
,,,,406.2,4.73E-04,5237,0.1
,,,,406.4,4.74E-04,5241,0.1
,,,,406.6,4.74E-04,5245,0.1
,,,,406.8,4.74E-04,5248,0.1
,,,,407,4.74E-04,5252,0.1
,,,,407.2,4.75E-04,5255,0.1
,,,,407.4,4.75E-04,5260,0.13
,,,,407.6,4.76E-04,5265,0.16
,,,,407.8,4.76E-04,5271,0.16
,,,,408,4.77E-04,5276,0.16
,,,,408.2,4.77E-04,5280,0.19
,,,,408.4,4.78E-04,5295,0.22
,,,,408.6,4.79E-04,5305,0.22
,,,,408.8,4.79E-04,5308,0.19
,,,,409,4.80E-04,5315,0.16
,,,,409.2,4.81E-04,5319,0.13
,,,,409.4,4.81E-04,5323,0.13
,,,,409.6,4.81E-04,5326,0.16
,,,,409.8,4.82E-04,5331,0.16
,,,,410,4.83E-04,5339,0.1
,,,,410.2,4.83E-04,5338,0.06
,,,,410.4,4.83E-04,5337,0.1
,,,,410.6,4.83E-04,5341,0.19
,,,,410.8,4.84E-04,5351,0.22
,,,,411,4.85E-04,5366,0.19
,,,,411.2,4.85E-04,5370,0.1
,,,,411.4,4.86E-04,5370,0
,,,,411.6,4.85E-04,5369,-0.03
,,,,411.8,4.85E-04,5366,-0.03
,,,,412,4.85E-04,5365,0
,,,,412.2,4.85E-04,5363,0
,,,,412.4,4.85E-04,5361,0
,,,,412.6,4.85E-04,5361,0
,,,,412.8,4.85E-04,5360,0.03
,,,,413,4.85E-04,5359,0.06
,,,,413.2,4.86E-04,5358,0.1
,,,,413.4,4.86E-04,5358,0.16
,,,,413.6,4.86E-04,5363,0.22
,,,,413.8,4.88E-04,5379,0.25
,,,,414,4.88E-04,5389,0.25
,,,,414.2,4.89E-04,5397,0.25
,,,,414.4,4.90E-04,5416,0.29
,,,,414.6,4.91E-04,5420,0.32
,,,,414.8,4.92E-04,5431,0.32
,,,,415,4.93E-04,5451,0.32
,,,,415.2,4.94E-04,5456,0.32
,,,,415.4,4.95E-04,5469,0.35
,,,,415.6,4.97E-04,5481,0.38
,,,,415.8,4.98E-04,5490,0.35
,,,,416,4.99E-04,5504,0.25
,,,,416.2,5.00E-04,5507,0.19
,,,,416.4,5.00E-04,5506,0.19
,,,,416.6,5.01E-04,5515,0.22
,,,,416.8,5.02E-04,5525,0.22
,,,,417,5.02E-04,5533,0.22
,,,,417.2,5.03E-04,5538,0.29
,,,,417.4,5.04E-04,5546,0.29
,,,,417.6,5.05E-04,5557,0.19
,,,,417.8,5.05E-04,5560,0.06
,,,,418,5.05E-04,5556,0.03
,,,,418.2,5.05E-04,5553,0.19
,,,,418.4,5.06E-04,5554,0.35
,,,,418.6,5.09E-04,5584,0.38
,,,,418.8,5.09E-04,5594,0.29
,,,,419,5.10E-04,5602,0.19
,,,,419.2,5.11E-04,5608,0.22
,,,,419.4,5.11E-04,5613,0.29
,,,,419.6,5.12E-04,5619,0.32
,,,,419.8,5.14E-04,5632,0.29
,,,,420,5.14E-04,5636,0.29
,,,,420.2,5.15E-04,5643,0.32
,,,,420.4,5.17E-04,5659,0.29
,,,,420.6,5.18E-04,5666,0.16
,,,,420.8,5.18E-04,5664,0.03
,,,,421,5.18E-04,5661,0.03
,,,,421.2,5.18E-04,5658,0.13
,,,,421.4,5.18E-04,5662,0.22
,,,,421.6,5.19E-04,5672,0.22
,,,,421.8,5.20E-04,5681,0.16
,,,,422,5.20E-04,5683,0.1
,,,,422.2,5.21E-04,5687,0.06
,,,,422.4,5.21E-04,5690,-1.63E-14
,,,,422.6,5.21E-04,5685,-0.06
,,,,422.8,5.20E-04,5681,-0.06
,,,,423,5.20E-04,5678,0
,,,,423.2,5.20E-04,5675,0.06
,,,,423.4,5.21E-04,5675,0.06
,,,,423.6,5.21E-04,5674,0.06
,,,,423.8,5.21E-04,5672,0.03
,,,,424,5.21E-04,5671,-0.03
,,,,424.2,5.21E-04,5670,-0.1
,,,,424.4,5.20E-04,5668,-0.1
,,,,424.6,5.20E-04,5667,-0.03
,,,,424.8,5.20E-04,5666,0.03
,,,,425,5.20E-04,5665,0.06
,,,,425.2,5.21E-04,5665,0.06
,,,,425.4,5.21E-04,5664,0.03
,,,,425.6,5.21E-04,5663,0
,,,,425.8,5.21E-04,5663,0
,,,,426,5.21E-04,5662,0
,,,,426.2,5.21E-04,5661,0.03
,,,,426.4,5.21E-04,5661,0.06
,,,,426.6,5.21E-04,5660,0.06
,,,,426.8,5.21E-04,5660,0.06
,,,,427,5.21E-04,5660,0.16
,,,,427.2,5.22E-04,5665,0.29
,,,,427.4,5.24E-04,5690,0.35
,,,,427.6,5.25E-04,5700,0.32
,,,,427.8,5.26E-04,5718,0.29
,,,,428,5.26E-04,5722,0.32
,,,,428.2,5.28E-04,5739,0.35
,,,,428.4,5.29E-04,5757,0.35
,,,,428.6,5.30E-04,5764,0.32
,,,,428.8,5.31E-04,5773,0.32
,,,,429,5.32E-04,5780,0.35
,,,,429.2,5.33E-04,5793,0.38
,,,,429.4,5.35E-04,5804,0.38
,,,,429.6,5.36E-04,5814,0.38
,,,,429.8,5.37E-04,5823,0.38
,,,,430,5.38E-04,5832,0.35
,,,,430.2,5.40E-04,5844,0.29
,,,,430.4,5.40E-04,5844,0.25
,,,,430.6,5.41E-04,5848,0.29
,,,,430.8,5.42E-04,5857,0.35
,,,,431,5.44E-04,5869,0.41
,,,,431.2,5.45E-04,5881,0.41
,,,,431.4,5.47E-04,5894,0.38
,,,,431.6,5.47E-04,5901,0.35
,,,,431.8,5.49E-04,5909,0.35
,,,,432,5.50E-04,5919,0.29
,,,,432.2,5.51E-04,5928,0.13
,,,,432.4,5.51E-04,5921,0
,,,,432.6,5.51E-04,5914,-0.03
,,,,432.8,5.51E-04,5910,0
,,,,433,5.51E-04,5907,0
,,,,433.2,5.51E-04,5905,0.03
,,,,433.4,5.51E-04,5902,0.06
,,,,433.6,5.51E-04,5901,0.13
,,,,433.8,5.51E-04,5899,0.22
,,,,434,5.52E-04,5908,0.29
,,,,434.2,5.54E-04,5933,0.32
,,,,434.4,5.54E-04,5938,0.32
,,,,434.6,5.56E-04,5950,0.35
,,,,434.8,5.57E-04,5964,0.38
,,,,435,5.58E-04,5974,0.41
,,,,435.2,5.59E-04,5984,0.48
,,,,435.4,5.61E-04,5996,0.51
,,,,435.6,5.63E-04,6012,0.48
,,,,435.8,5.65E-04,6018,0.41
,,,,436,5.66E-04,6029,0.38
,,,,436.2,5.67E-04,6037,0.38
,,,,436.4,5.68E-04,6041,0.41
,,,,436.6,5.70E-04,6049,0.44
,,,,436.8,5.72E-04,6065,0.41
,,,,437,5.73E-04,6075,0.32
,,,,437.2,5.73E-04,6074,0.25
,,,,437.4,5.74E-04,6076,0.35
,,,,437.6,5.75E-04,6083,0.48
,,,,437.8,5.78E-04,6107,0.54
,,,,438,5.79E-04,6117,0.54
,,,,438.2,5.81E-04,6124,0.54
,,,,438.4,5.83E-04,6135,0.6
,,,,438.6,5.85E-04,6152,0.64
,,,,438.8,5.87E-04,6169,0.67
,,,,439,5.89E-04,6182,0.63
,,,,439.2,5.92E-04,6192,0.48
,,,,439.4,5.93E-04,6202,0.25
,,,,439.6,5.93E-04,6193,0.06
,,,,439.8,5.93E-04,6184,0.1
,,,,440,5.93E-04,6179,0.41
,,,,440.2,5.95E-04,6186,0.67
,,,,440.4,5.99E-04,6244,0.6
,,,,440.6,6.00E-04,6236,0.29
,,,,440.8,6.00E-04,6226,0.03
,,,,441,6.00E-04,6218,0.13
,,,,441.2,6.00E-04,6213,0.51
,,,,441.4,6.03E-04,6226,0.92
,,,,441.6,6.08E-04,6288,1.05
,,,,441.8,6.11E-04,6307,0.83
,,,,442,6.13E-04,6305,0.63
,,,,442.2,6.14E-04,6310,0.7
,,,,442.4,6.17E-04,6326,0.83
,,,,442.6,6.20E-04,6350,0.89
,,,,442.8,6.23E-04,6362,0.83
,,,,443,6.26E-04,6375,0.73
,,,,443.2,6.28E-04,6377,0.6
,,,,443.4,6.30E-04,6387,0.51
,,,,443.6,6.31E-04,6390,0.51
,,,,443.8,6.33E-04,6393,0.48
,,,,444,6.35E-04,6402,0.41
,,,,444.2,6.36E-04,6404,0.41
,,,,444.4,6.37E-04,6406,0.48
,,,,444.6,6.39E-04,6428,0.51
,,,,444.8,6.41E-04,6429,0.48
,,,,445,6.42E-04,6427,0.57
,,,,445.2,6.44E-04,6442,0.79
,,,,445.4,6.48E-04,6461,0.89
,,,,445.6,6.51E-04,6486,0.79
,,,,445.8,6.53E-04,6473,1.24
,,,,446,6.55E-04,6480,1.71
,,,,446.2,6.69E-04,6563,1.59
,,,,446.4,6.69E-04,6516,0.89
,,,,446.6,6.70E-04,6500,0.35
,,,,446.8,6.71E-04,6503,0.51
,,,,447,6.74E-04,6515,0.54
,,,,447.2,6.76E-04,6527,0.44
,,,,447.4,6.76E-04,6523,0.41
,,,,447.6,6.78E-04,6525,0.44
,,,,447.8,6.80E-04,6537,0.48
,,,,448,6.81E-04,6535,0.6
,,,,448.2,6.83E-04,6544,0.95
,,,,448.4,6.87E-04,6564,1.3
,,,,448.6,6.93E-04,6596,1.3
,,,,448.8,6.97E-04,6584,1.14
,,,,449,6.99E-04,6579,1.46
,,,,449.2,7.04E-04,6581,2.16
,,,,449.4,7.15E-04,6628,2.64
,,,,449.6,7.24E-04,6615,2.44
,,,,449.8,7.32E-04,6611,1.75
,,,,450,7.36E-04,6590,1.14
,,,,450.2,7.38E-04,6568,0.86
,,,,450.4,7.40E-04,6573,1.05
,,,,450.6,7.44E-04,6583,1.46
,,,,450.8,7.51E-04,6607,1.75
,,,,451,7.57E-04,6611,1.75
,,,,451.2,7.63E-04,6602,1.56
,,,,451.4,7.67E-04,6593,1.43
,,,,451.6,7.72E-04,6588,1.4
,,,,451.8,7.77E-04,6597,1.4
,,,,452,7.81E-04,6590,1.4
,,,,452.2,7.85E-04,6591,1.37
,,,,452.4,7.91E-04,6599,1.27
,,,,452.6,7.94E-04,6588,1.08
,,,,452.8,7.98E-04,6581,0.98
,,,,453,8.00E-04,6573,1.11
,,,,453.2,8.05E-04,6589,1.27
,,,,453.4,8.10E-04,6601,1.33
,,,,453.6,8.13E-04,6586,1.3
,,,,453.8,8.18E-04,6592,1.52
,,,,454,8.22E-04,6593,1.84
,,,,454.2,8.31E-04,6621,1.87
,,,,454.4,8.37E-04,6597,1.59
,,,,454.6,8.41E-04,6585,1.24
,,,,454.8,8.45E-04,6580,1.11
,,,,455,8.48E-04,6577,0.92
,,,,455.2,8.52E-04,6580,0.54
,,,,455.4,8.52E-04,6557,0.16
,,,,455.6,8.52E-04,6534,-0.03
,,,,455.8,8.52E-04,6519,-0.03
,,,,456,8.52E-04,6508,0
,,,,456.2,8.52E-04,6499,0.03
,,,,456.4,8.52E-04,6492,0.06
,,,,456.6,8.52E-04,6485,0.16
,,,,456.8,8.52E-04,6479,0.57
,,,,457,8.54E-04,6482,1.05
,,,,457.2,8.61E-04,6578,1.3
,,,,457.4,8.64E-04,6582,1.17
,,,,457.6,8.68E-04,6593,0.95
,,,,457.8,8.71E-04,6584,0.86
,,,,458,8.74E-04,6584,0.7
,,,,458.2,8.76E-04,6576,0.48
,,,,458.4,8.77E-04,6562,0.22
,,,,458.6,8.77E-04,6544,0.06
,,,,458.8,8.77E-04,6528,0
,,,,459,8.77E-04,6516,0
,,,,459.2,8.77E-04,6507,-0.03
,,,,459.4,8.77E-04,6499,-0.06
,,,,459.6,8.76E-04,6493,-0.03
,,,,459.8,8.76E-04,6488,0.06
,,,,460,8.77E-04,6482,0.51
,,,,460.2,8.78E-04,6478,1.14
,,,,460.4,8.85E-04,6547,1.65
,,,,460.6,8.91E-04,6598,1.84
,,,,460.8,8.97E-04,6613,1.78
,,,,461,9.03E-04,6604,1.84
,,,,461.2,9.09E-04,6597,1.84
,,,,461.4,9.16E-04,6597,1.75
,,,,461.6,9.21E-04,6582,1.65
,,,,461.8,9.26E-04,6579,1.65
,,,,462,9.32E-04,6579,1.71
,,,,462.2,9.38E-04,6583,1.56
,,,,462.4,9.43E-04,6569,1.43
,,,,462.6,9.46E-04,6552,1.37
,,,,462.8,9.53E-04,6572,1.14
,,,,463,9.56E-04,6554,0.67
,,,,463.2,9.56E-04,6523,0.16
,,,,463.4,9.56E-04,6498,0.03
,,,,463.6,9.56E-04,6481,0.13
,,,,463.8,9.56E-04,6468,0.48
,,,,464,9.58E-04,6466,1.08
,,,,464.2,9.63E-04,6532,1.68
,,,,464.4,9.70E-04,6572,2.03
,,,,464.6,9.77E-04,6574,2.16
,,,,464.8,9.84E-04,6563,2.03
,,,,465,9.93E-04,6559,1.46
,,,,465.2,9.96E-04,6526,0.67
,,,,465.4,9.95E-04,6480,0.1
,,,,465.6,9.95E-04,6459,-0.03
,,,,465.8,9.95E-04,6444,0
,,,,466,9.95E-04,6433,0.03
,,,,466.2,9.95E-04,6424,0.03
,,,,466.4,9.96E-04,6417,0
,,,,466.6,9.95E-04,6411,-0.03
,,,,466.8,9.95E-04,6407,-0.03
,,,,467,9.95E-04,6402,0.03
,,,,467.2,9.95E-04,6398,0.57
,,,,467.4,9.96E-04,6393,1.37
,,,,467.6,0.00101,6468,2.06
,,,,467.8,0.00101,6533,2.32
,,,,468,0.00102,6554,2.25
,,,,468.2,0.00103,6524,2.38
,,,,468.4,0.00104,6520,2.41
,,,,468.6,0.00104,6519,2.32
,,,,468.8,0.00105,6490,2.13
,,,,469,0.00106,6477,1.94
,,,,469.2,0.00106,6476,2.03
,,,,469.4,0.00107,6459,1.97
,,,,469.6,0.00108,6473,2.03
,,,,469.8,0.00108,6420,2.13
,,,,470,0.00109,6468,2
,,,,470.2,0.0011,6419,1.84
,,,,470.4,0.0011,6407,1.9
,,,,470.6,0.00111,6412,2.51
,,,,470.8,0.00112,6433,2.79
,,,,471,0.00113,6402,2.41
,,,,471.2,0.00114,6371,1.59
,,,,471.4,0.00114,6349,1.43
,,,,471.6,0.00114,6310,1.87
,,,,471.8,0.00115,6375,2.44
,,,,472,0.00116,6344,2.76
,,,,472.2,0.00117,6345,2.83
,,,,472.4,0.00118,6329,2.83
,,,,472.6,0.00119,6311,2.38
,,,,472.8,0.0012,6280,1.81
,,,,473,0.0012,6254,1.37
,,,,473.2,0.00121,6248,1.11
,,,,473.4,0.00121,6235,0.76
,,,,473.6,0.00121,6232,0.35
,,,,473.8,0.00121,6195,0.06
,,,,474,0.00121,6174,-0.03
,,,,474.2,0.00121,6159,0.03
,,,,474.4,0.00121,6148,0.06
,,,,474.6,0.00121,6139,0.06
,,,,474.8,0.00121,6132,0
,,,,475,0.00121,6127,-0.06
,,,,475.2,0.00121,6122,-0.06
,,,,475.4,0.00121,6119,-0.03
,,,,475.6,0.00121,6115,0.03
,,,,475.8,0.00121,6112,0.29
,,,,476,0.00121,6108,1.21
,,,,476.2,0.00122,6123,2.64
,,,,476.4,0.00123,6273,3.94
,,,,476.6,0.00125,6254,4.16
,,,,476.8,0.00126,6221,3.21
,,,,477,0.00127,6163,1.84
,,,,477.2,0.00127,6130,0.73
,,,,477.4,0.00127,6101,0.54
,,,,477.6,0.00127,6077,1.21
,,,,477.8,0.00128,6102,2.32
,,,,478,0.00129,6159,3.05
,,,,478.2,0.0013,6146,2.79
,,,,478.4,0.00131,6101,1.87
,,,,478.6,0.00131,6060,0.89
,,,,478.8,0.00132,6035,0.79
,,,,479,0.00132,6008,1.59
,,,,479.2,0.00133,6076,2.92
,,,,479.4,0.00134,6080,4.16
,,,,479.6,0.00135,6069,4.48
,,,,479.8,0.00137,6034,3.78
,,,,480,0.00138,5976,2.67
,,,,480.2,0.00138,5943,2.25
,,,,480.4,0.00139,5960,2.79
,,,,480.6,0.0014,5950,3.43
,,,,480.8,0.00142,5939,3.65
,,,,481,0.00143,5904,4.57
,,,,481.2,0.00144,5884,6
,,,,481.4,0.00147,5899,6.03
,,,,481.6,0.00149,5748,4.1
,,,,481.8,0.00149,5684,1.9
,,,,482,0.0015,5689,1.4
,,,,482.2,0.0015,5733,1.81
,,,,482.4,0.00151,5731,1.78
,,,,482.6,0.00152,5712,1.56
,,,,482.8,0.00152,5684,1.49
,,,,483,0.00153,5688,1.87
,,,,483.2,0.00153,5682,2.64
,,,,483.4,0.00154,5694,3.43
,,,,483.6,0.00156,5662,4.22
,,,,483.8,0.00157,5643,4.73
,,,,484,0.00159,5613,4.83
,,,,484.2,0.00161,5570,4.76
,,,,484.4,0.00162,5539,4.79
,,,,484.6,0.00164,5500,4.98
,,,,484.8,0.00165,5483,5.02
,,,,485,0.00167,5421,5.02
,,,,485.2,0.00169,5404,5.08
,,,,485.4,0.0017,5358,5.78
,,,,485.6,0.00172,5322,6
,,,,485.8,0.00175,5281,4.7
,,,,486,0.00176,5150,2.35
,,,,486.2,0.00176,5105,0.41
,,,,486.4,0.00176,5088,0.06
,,,,486.6,0.00176,5078,0.57
,,,,486.8,0.00176,5073,2.06
,,,,487,0.00177,5131,4.22
,,,,487.2,0.00179,5172,5.43
,,,,487.4,0.00181,5104,5.71
,,,,487.6,0.00182,5043,5.65
,,,,487.8,0.00185,5019,6.35
,,,,488,0.00187,4960,7.37
,,,,488.2,0.0019,4909,7.46
,,,,488.4,0.00192,4821,6.57
,,,,488.6,0.00194,4743,5.78
,,,,488.8,0.00195,4687,6.45
,,,,489,0.00198,4654,7.56
,,,,489.2,0.00201,4556,14.76
,,,,489.4,0.00204,4454,10.92
,,,,489.6,0.0022,-78,-0.06
,,,,489.8,0.00202,-210,-8.73
,,,,490,0.00203,-209,-7.87
,,,,490.2,0.00203,-209,0.51
,,,,490.4,0.00203,-208,-0.06
,,,,490.6,0.00203,-208,0
,,,,490.8,0.00203,-207,0
,,,,491,0.00203,-207,0
,,,,491.2,0.00203,-207,0
,,,,491.4,0.00203,-207,0
,,,,491.6,0.00203,-207,0
,,,,491.8,0.00203,-206,0
,,,,492,0.00203,-206,0
,,,,492.2,0.00203,-206,0
,,,,492.4,0.00203,-206,0
,,,,492.6,0.00203,-206,0
,,,,492.8,0.00203,-206,0
,,,,493,0.00203,-206,0
,,,,493.2,0.00203,-206,0
,,,,493.4,0.00203,-206,0
,,,,493.6,0.00203,-206,0
,,,,493.8,0.00203,-206,0
,,,,494,0.00203,-206,0
,,,,494.2,0.00203,-207,0
,,,,494.4,0.00203,-207,0
,,,,494.6,0.00203,-206,0
,,,,494.8,0.00203,-206,0
,,,,495,0.00203,-206,0
,,,,495.2,0.00203,-206,0
,,,,495.4,0.00203,-206,0
,,,,495.6,0.00203,-206,0
,,,,495.8,0.00203,-206,0
,,,,496,0.00203,-206,0
,,,,496.2,0.00203,-206,0
,,,,496.4,0.00203,-207,0
,,,,496.6,0.00203,-206,0
,,,,496.8,0.00203,-206,0
,,,,497,0.00203,-206,0
,,,,497.2,0.00203,-206,0
,,,,497.4,0.00203,-206,0
,,,,497.6,0.00203,-206,0
,,,,497.8,0.00203,-206,0
,,,,498,0.00203,-206,
